"Estado","Ano","Tipo","Rango.edades","Valor"
"Baja California ","2010","General","Entre.15.y.19",7
"Baja California Sur","2010","General","Entre.15.y.19",10
"Campeche ","2010","General","Entre.15.y.19",11
"Coahuila ","2010","General","Entre.15.y.19",32
"Colima ","2010","General","Entre.15.y.19",1245
"Chiapas ","2010","General","Entre.15.y.19",31
"Chihuahua ","2010","General","Entre.15.y.19",34
"Distrito Federal ","2010","General","Entre.15.y.19",66
"Durango ","2010","General","Entre.15.y.19",896
"Guanajuato ","2010","General","Entre.15.y.19",4019
"Guerrero ","2010","General","Entre.15.y.19",5884
"Hidalgo ","2010","General","Entre.15.y.19",19
"Jalisco ","2010","General","Entre.15.y.19",6215
"Mexico","2010","General","Entre.15.y.19",1111
"Michoacan","2010","General","Entre.15.y.19",4003
"Morelos ","2010","General","Entre.15.y.19",3731
"Nayarit ","2010","General","Entre.15.y.19",1687
"Nuevo Leon","2010","General","Entre.15.y.19",14
"Oaxaca ","2010","General","Entre.15.y.19",628
"Puebla ","2010","General","Entre.15.y.19",2000
"Queretaro","2010","General","Entre.15.y.19",523
"Quintana Roo ","2010","General","Entre.15.y.19",20
"San Luis Potosi","2010","General","Entre.15.y.19",39
"Sinaloa ","2010","General","Entre.15.y.19",1018
"Sonora ","2010","General","Entre.15.y.19",465
"Tabasco ","2010","General","Entre.15.y.19",2
"Tamaulipas ","2010","General","Entre.15.y.19",30
"Tlaxcala ","2010","General","Entre.15.y.19",12
"Veracruz ","2010","General","Entre.15.y.19",26
"Yucatan","2010","General","Entre.15.y.19",5
"Zacatecas ","2010","General","Entre.15.y.19",484
"Aguascalientes ","2011","General","Entre.15.y.19",302
"Baja California ","2011","General","Entre.15.y.19",12
"Baja California Sur","2011","General","Entre.15.y.19",8
"Campeche ","2011","General","Entre.15.y.19",12
"Coahuila ","2011","General","Entre.15.y.19",20
"Colima ","2011","General","Entre.15.y.19",1355
"Chiapas ","2011","General","Entre.15.y.19",32
"Chihuahua ","2011","General","Entre.15.y.19",44
"Distrito Federal ","2011","General","Entre.15.y.19",54
"Durango ","2011","General","Entre.15.y.19",969
"Guanajuato ","2011","General","Entre.15.y.19",3974
"Guerrero ","2011","General","Entre.15.y.19",6514
"Hidalgo ","2011","General","Entre.15.y.19",27
"Jalisco ","2011","General","Entre.15.y.19",6178
"Mexico","2011","General","Entre.15.y.19",1197
"Michoacan","2011","General","Entre.15.y.19",4109
"Morelos ","2011","General","Entre.15.y.19",4521
"Nayarit ","2011","General","Entre.15.y.19",1620
"Nuevo Leon","2011","General","Entre.15.y.19",24
"Oaxaca ","2011","General","Entre.15.y.19",600
"Puebla ","2011","General","Entre.15.y.19",1848
"Queretaro","2011","General","Entre.15.y.19",627
"Quintana Roo ","2011","General","Entre.15.y.19",20
"San Luis Potosi","2011","General","Entre.15.y.19",29
"Sinaloa ","2011","General","Entre.15.y.19",1089
"Sonora ","2011","General","Entre.15.y.19",576
"Tabasco ","2011","General","Entre.15.y.19",0
"Tamaulipas ","2011","General","Entre.15.y.19",33
"Tlaxcala ","2011","General","Entre.15.y.19",5
"Veracruz ","2011","General","Entre.15.y.19",18
"Yucatan","2011","General","Entre.15.y.19",2
"Zacatecas ","2011","General","Entre.15.y.19",433
"Aguascalientes ","2012","General","Entre.15.y.19",335
"Baja California ","2012","General","Entre.15.y.19",16
"Baja California Sur","2012","General","Entre.15.y.19",15
"Campeche ","2012","General","Entre.15.y.19",7
"Coahuila ","2012","General","Entre.15.y.19",17
"Colima ","2012","General","Entre.15.y.19",1412
"Chiapas ","2012","General","Entre.15.y.19",40
"Chihuahua ","2012","General","Entre.15.y.19",50
"Distrito Federal ","2012","General","Entre.15.y.19",58
"Durango ","2012","General","Entre.15.y.19",1058
"Guanajuato ","2012","General","Entre.15.y.19",3980
"Guerrero ","2012","General","Entre.15.y.19",7258
"Hidalgo ","2012","General","Entre.15.y.19",19
"Jalisco ","2012","General","Entre.15.y.19",6010
"Mexico","2012","General","Entre.15.y.19",1322
"Michoacan","2012","General","Entre.15.y.19",4250
"Morelos ","2012","General","Entre.15.y.19",3974
"Nayarit ","2012","General","Entre.15.y.19",1827
"Nuevo Leon","2012","General","Entre.15.y.19",24
"Oaxaca ","2012","General","Entre.15.y.19",631
"Puebla ","2012","General","Entre.15.y.19",1892
"Queretaro","2012","General","Entre.15.y.19",569
"Quintana Roo ","2012","General","Entre.15.y.19",11
"San Luis Potosi","2012","General","Entre.15.y.19",35
"Sinaloa ","2012","General","Entre.15.y.19",1078
"Sonora ","2012","General","Entre.15.y.19",638
"Tabasco ","2012","General","Entre.15.y.19",3
"Tamaulipas ","2012","General","Entre.15.y.19",43
"Tlaxcala ","2012","General","Entre.15.y.19",4
"Veracruz ","2012","General","Entre.15.y.19",28
"Yucatan","2012","General","Entre.15.y.19",4
"Zacatecas ","2012","General","Entre.15.y.19",375
"Aguascalientes ","2013","General","Entre.15.y.19",272
"Baja California ","2013","General","Entre.15.y.19",15
"Baja California Sur","2013","General","Entre.15.y.19",4
"Campeche ","2013","General","Entre.15.y.19",4
"Coahuila ","2013","General","Entre.15.y.19",21
"Colima ","2013","General","Entre.15.y.19",1391
"Chiapas ","2013","General","Entre.15.y.19",17
"Chihuahua ","2013","General","Entre.15.y.19",40
"Distrito Federal ","2013","General","Entre.15.y.19",65
"Durango ","2013","General","Entre.15.y.19",1194
"Guanajuato ","2013","General","Entre.15.y.19",3731
"Guerrero ","2013","General","Entre.15.y.19",7764
"Hidalgo ","2013","General","Entre.15.y.19",26
"Jalisco ","2013","General","Entre.15.y.19",5969
"Mexico","2013","General","Entre.15.y.19",1359
"Michoacan","2013","General","Entre.15.y.19",4086
"Morelos ","2013","General","Entre.15.y.19",3975
"Nayarit ","2013","General","Entre.15.y.19",1653
"Nuevo Leon","2013","General","Entre.15.y.19",14
"Oaxaca ","2013","General","Entre.15.y.19",591
"Puebla ","2013","General","Entre.15.y.19",1609
"Queretaro","2013","General","Entre.15.y.19",602
"Quintana Roo ","2013","General","Entre.15.y.19",14
"San Luis Potosi","2013","General","Entre.15.y.19",39
"Sinaloa ","2013","General","Entre.15.y.19",1071
"Sonora ","2013","General","Entre.15.y.19",619
"Tabasco ","2013","General","Entre.15.y.19",3
"Tamaulipas ","2013","General","Entre.15.y.19",49
"Tlaxcala ","2013","General","Entre.15.y.19",5
"Veracruz ","2013","General","Entre.15.y.19",27
"Yucatan","2013","General","Entre.15.y.19",6
"Zacatecas ","2013","General","Entre.15.y.19",495
"Aguascalientes ","2003","General","Entre.20.y.24",137
"Baja California ","2003","General","Entre.20.y.24",6
"Baja California Sur","2003","General","Entre.20.y.24",12
"Campeche ","2003","General","Entre.20.y.24",1
"Coahuila ","2003","General","Entre.20.y.24",12
"Colima ","2003","General","Entre.20.y.24",1097
"Chiapas ","2003","General","Entre.20.y.24",13
"Chihuahua ","2003","General","Entre.20.y.24",37
"Distrito Federal ","2003","General","Entre.20.y.24",33
"Durango ","2003","General","Entre.20.y.24",587
"Guanajuato ","2003","General","Entre.20.y.24",2722
"Guerrero ","2003","General","Entre.20.y.24",2196
"Hidalgo ","2003","General","Entre.20.y.24",28
"Jalisco ","2003","General","Entre.20.y.24",4756
"Mexico","2003","General","Entre.20.y.24",396
"Michoacan","2003","General","Entre.20.y.24",2622
"Morelos ","2003","General","Entre.20.y.24",3155
"Nayarit ","2003","General","Entre.20.y.24",1492
"Nuevo Leon","2003","General","Entre.20.y.24",63
"Oaxaca ","2003","General","Entre.20.y.24",343
"Puebla ","2003","General","Entre.20.y.24",1338
"Queretaro","2003","General","Entre.20.y.24",528
"Quintana Roo ","2003","General","Entre.20.y.24",10
"San Luis Potosi","2003","General","Entre.20.y.24",23
"Sinaloa ","2003","General","Entre.20.y.24",663
"Sonora ","2003","General","Entre.20.y.24",738
"Tabasco ","2003","General","Entre.20.y.24",6
"Tamaulipas ","2003","General","Entre.20.y.24",55
"Tlaxcala ","2003","General","Entre.20.y.24",5
"Veracruz ","2003","General","Entre.20.y.24",26
"Yucatan","2003","General","Entre.20.y.24",4
"Zacatecas ","2003","General","Entre.20.y.24",253
"Aguascalientes ","2004","General","Entre.20.y.24",275
"Baja California ","2004","General","Entre.20.y.24",8
"Baja California Sur","2004","General","Entre.20.y.24",12
"Campeche ","2004","General","Entre.20.y.24",5
"Coahuila ","2004","General","Entre.20.y.24",16
"Colima ","2004","General","Entre.20.y.24",1185
"Chiapas ","2004","General","Entre.20.y.24",32
"Chihuahua ","2004","General","Entre.20.y.24",48
"Distrito Federal ","2004","General","Entre.20.y.24",47
"Durango ","2004","General","Entre.20.y.24",561
"Guanajuato ","2004","General","Entre.20.y.24",2631
"Guerrero ","2004","General","Entre.20.y.24",2565
"Hidalgo ","2004","General","Entre.20.y.24",26
"Jalisco ","2004","General","Entre.20.y.24",4688
"Mexico","2004","General","Entre.20.y.24",419
"Michoacan","2004","General","Entre.20.y.24",2281
"Morelos ","2004","General","Entre.20.y.24",2605
"Nayarit ","2004","General","Entre.20.y.24",1382
"Nuevo Leon","2004","General","Entre.20.y.24",27
"Oaxaca ","2004","General","Entre.20.y.24",362
"Puebla ","2004","General","Entre.20.y.24",1364
"Queretaro","2004","General","Entre.20.y.24",447
"Quintana Roo ","2004","General","Entre.20.y.24",5
"San Luis Potosi","2004","General","Entre.20.y.24",30
"Sinaloa ","2004","General","Entre.20.y.24",798
"Sonora ","2004","General","Entre.20.y.24",551
"Tabasco ","2004","General","Entre.20.y.24",9
"Tamaulipas ","2004","General","Entre.20.y.24",29
"Tlaxcala ","2004","General","Entre.20.y.24",6
"Veracruz ","2004","General","Entre.20.y.24",20
"Yucatan","2004","General","Entre.20.y.24",6
"Zacatecas ","2004","General","Entre.20.y.24",215
"Aguascalientes ","2005","General","Entre.20.y.24",147
"Baja California ","2005","General","Entre.20.y.24",21
"Baja California Sur","2005","General","Entre.20.y.24",13
"Campeche ","2005","General","Entre.20.y.24",5
"Coahuila ","2005","General","Entre.20.y.24",20
"Colima ","2005","General","Entre.20.y.24",1020
"Chiapas ","2005","General","Entre.20.y.24",29
"Chihuahua ","2005","General","Entre.20.y.24",28
"Distrito Federal ","2005","General","Entre.20.y.24",50
"Durango ","2005","General","Entre.20.y.24",590
"Guanajuato ","2005","General","Entre.20.y.24",2943
"Guerrero ","2005","General","Entre.20.y.24",2822
"Hidalgo ","2005","General","Entre.20.y.24",23
"Jalisco ","2005","General","Entre.20.y.24",4985
"Mexico","2005","General","Entre.20.y.24",432
"Michoacan","2005","General","Entre.20.y.24",2543
"Morelos ","2005","General","Entre.20.y.24",3061
"Nayarit ","2005","General","Entre.20.y.24",1327
"Nuevo Leon","2005","General","Entre.20.y.24",18
"Oaxaca ","2005","General","Entre.20.y.24",354
"Puebla ","2005","General","Entre.20.y.24",1468
"Queretaro","2005","General","Entre.20.y.24",438
"Quintana Roo ","2005","General","Entre.20.y.24",21
"San Luis Potosi","2005","General","Entre.20.y.24",26
"Sinaloa ","2005","General","Entre.20.y.24",589
"Sonora ","2005","General","Entre.20.y.24",460
"Tabasco ","2005","General","Entre.20.y.24",5
"Tamaulipas ","2005","General","Entre.20.y.24",50
"Tlaxcala ","2005","General","Entre.20.y.24",4
"Veracruz ","2005","General","Entre.20.y.24",37
"Yucatan","2005","General","Entre.20.y.24",6
"Zacatecas ","2005","General","Entre.20.y.24",318
"Aguascalientes ","2006","General","Entre.20.y.24",162
"Baja California ","2006","General","Entre.20.y.24",12
"Baja California Sur","2006","General","Entre.20.y.24",23
"Campeche ","2006","General","Entre.20.y.24",5
"Coahuila ","2006","General","Entre.20.y.24",19
"Colima ","2006","General","Entre.20.y.24",1167
"Chiapas ","2006","General","Entre.20.y.24",19
"Chihuahua ","2006","General","Entre.20.y.24",23
"Distrito Federal ","2006","General","Entre.20.y.24",39
"Durango ","2006","General","Entre.20.y.24",651
"Guanajuato ","2006","General","Entre.20.y.24",3338
"Guerrero ","2006","General","Entre.20.y.24",3682
"Hidalgo ","2006","General","Entre.20.y.24",17
"Jalisco ","2006","General","Entre.20.y.24",5826
"Mexico","2006","General","Entre.20.y.24",563
"Michoacan","2006","General","Entre.20.y.24",3032
"Morelos ","2006","General","Entre.20.y.24",3010
"Nayarit ","2006","General","Entre.20.y.24",1468
"Nuevo Leon","2006","General","Entre.20.y.24",22
"Oaxaca ","2006","General","Entre.20.y.24",416
"Puebla ","2006","General","Entre.20.y.24",1494
"Queretaro","2006","General","Entre.20.y.24",471
"Quintana Roo ","2006","General","Entre.20.y.24",15
"San Luis Potosi","2006","General","Entre.20.y.24",30
"Sinaloa ","2006","General","Entre.20.y.24",682
"Sonora ","2006","General","Entre.20.y.24",427
"Tabasco ","2006","General","Entre.20.y.24",3
"Tamaulipas ","2006","General","Entre.20.y.24",39
"Tlaxcala ","2006","General","Entre.20.y.24",5
"Veracruz ","2006","General","Entre.20.y.24",19
"Yucatan","2006","General","Entre.20.y.24",7
"Zacatecas ","2006","General","Entre.20.y.24",379
"Aguascalientes ","2007","General","Entre.20.y.24",179
"Baja California ","2007","General","Entre.20.y.24",16
"Baja California Sur","2007","General","Entre.20.y.24",15
"Campeche ","2007","General","Entre.20.y.24",5
"Coahuila ","2007","General","Entre.20.y.24",21
"Colima ","2007","General","Entre.20.y.24",1088
"Chiapas ","2007","General","Entre.20.y.24",27
"Chihuahua ","2007","General","Entre.20.y.24",33
"Distrito Federal ","2007","General","Entre.20.y.24",51
"Durango ","2007","General","Entre.20.y.24",668
"Guanajuato ","2007","General","Entre.20.y.24",3469
"Guerrero ","2007","General","Entre.20.y.24",3441
"Hidalgo ","2007","General","Entre.20.y.24",16
"Jalisco ","2007","General","Entre.20.y.24",5589
"Mexico","2007","General","Entre.20.y.24",526
"Michoacan","2007","General","Entre.20.y.24",2612
"Morelos ","2007","General","Entre.20.y.24",2932
"Nayarit ","2007","General","Entre.20.y.24",1582
"Nuevo Leon","2007","General","Entre.20.y.24",24
"Oaxaca ","2007","General","Entre.20.y.24",476
"Puebla ","2007","General","Entre.20.y.24",1401
"Queretaro","2007","General","Entre.20.y.24",360
"Quintana Roo ","2007","General","Entre.20.y.24",11
"San Luis Potosi","2007","General","Entre.20.y.24",33
"Sinaloa ","2007","General","Entre.20.y.24",694
"Sonora ","2007","General","Entre.20.y.24",422
"Tabasco ","2007","General","Entre.20.y.24",9
"Tamaulipas ","2007","General","Entre.20.y.24",42
"Tlaxcala ","2007","General","Entre.20.y.24",6
"Veracruz ","2007","General","Entre.20.y.24",18
"Yucatan","2007","General","Entre.20.y.24",6
"Zacatecas ","2007","General","Entre.20.y.24",383
"Aguascalientes ","2008","General","Entre.20.y.24",198
"Baja California ","2008","General","Entre.20.y.24",22
"Baja California Sur","2008","General","Entre.20.y.24",16
"Campeche ","2008","General","Entre.20.y.24",15
"Coahuila ","2008","General","Entre.20.y.24",23
"Colima ","2008","General","Entre.20.y.24",1308
"Chiapas ","2008","General","Entre.20.y.24",36
"Chihuahua ","2008","General","Entre.20.y.24",38
"Distrito Federal ","2008","General","Entre.20.y.24",43
"Durango ","2008","General","Entre.20.y.24",700
"Guanajuato ","2008","General","Entre.20.y.24",2967
"Guerrero ","2008","General","Entre.20.y.24",3486
"Hidalgo ","2008","General","Entre.20.y.24",26
"Jalisco ","2008","General","Entre.20.y.24",5466
"Mexico","2008","General","Entre.20.y.24",684
"Michoacan","2008","General","Entre.20.y.24",2993
"Morelos ","2008","General","Entre.20.y.24",3135
"Nayarit ","2008","General","Entre.20.y.24",1458
"Nuevo Leon","2008","General","Entre.20.y.24",26
"Oaxaca ","2008","General","Entre.20.y.24",484
"Puebla ","2008","General","Entre.20.y.24",1446
"Queretaro","2008","General","Entre.20.y.24",446
"Quintana Roo ","2008","General","Entre.20.y.24",13
"San Luis Potosi","2008","General","Entre.20.y.24",33
"Sinaloa ","2008","General","Entre.20.y.24",881
"Sonora ","2008","General","Entre.20.y.24",402
"Tabasco ","2008","General","Entre.20.y.24",5
"Tamaulipas ","2008","General","Entre.20.y.24",34
"Tlaxcala ","2008","General","Entre.20.y.24",7
"Veracruz ","2008","General","Entre.20.y.24",29
"Yucatan","2008","General","Entre.20.y.24",6
"Zacatecas ","2008","General","Entre.20.y.24",406
"Aguascalientes ","2009","General","Entre.20.y.24",220
"Baja California ","2009","General","Entre.20.y.24",25
"Baja California Sur","2009","General","Entre.20.y.24",12
"Campeche ","2009","General","Entre.20.y.24",18
"Coahuila ","2009","General","Entre.20.y.24",29
"Colima ","2009","General","Entre.20.y.24",1229
"Chiapas ","2009","General","Entre.20.y.24",48
"Chihuahua ","2009","General","Entre.20.y.24",42
"Distrito Federal ","2009","General","Entre.20.y.24",58
"Durango ","2009","General","Entre.20.y.24",669
"Guanajuato ","2009","General","Entre.20.y.24",2844
"Guerrero ","2009","General","Entre.20.y.24",4367
"Hidalgo ","2009","General","Entre.20.y.24",19
"Jalisco ","2009","General","Entre.20.y.24",5948
"Mexico","2009","General","Entre.20.y.24",859
"Michoacan","2009","General","Entre.20.y.24",3473
"Morelos ","2009","General","Entre.20.y.24",3434
"Nayarit ","2009","General","Entre.20.y.24",1647
"Nuevo Leon","2009","General","Entre.20.y.24",31
"Oaxaca ","2009","General","Entre.20.y.24",523
"Puebla ","2009","General","Entre.20.y.24",1565
"Queretaro","2009","General","Entre.20.y.24",388
"Quintana Roo ","2009","General","Entre.20.y.24",23
"San Luis Potosi","2009","General","Entre.20.y.24",28
"Sinaloa ","2009","General","Entre.20.y.24",904
"Sonora ","2009","General","Entre.20.y.24",398
"Tabasco ","2009","General","Entre.20.y.24",3
"Tamaulipas ","2009","General","Entre.20.y.24",28
"Tlaxcala ","2009","General","Entre.20.y.24",6
"Veracruz ","2009","General","Entre.20.y.24",35
"Yucatan","2009","General","Entre.20.y.24",3
"Zacatecas ","2009","General","Entre.20.y.24",408
"Aguascalientes ","2010","General","Entre.20.y.24",228
"Baja California ","2010","General","Entre.20.y.24",24
"Baja California Sur","2010","General","Entre.20.y.24",12
"Campeche ","2010","General","Entre.20.y.24",11
"Coahuila ","2010","General","Entre.20.y.24",39
"Colima ","2010","General","Entre.20.y.24",1296
"Chiapas ","2010","General","Entre.20.y.24",28
"Chihuahua ","2010","General","Entre.20.y.24",48
"Distrito Federal ","2010","General","Entre.20.y.24",53
"Durango ","2010","General","Entre.20.y.24",859
"Guanajuato ","2010","General","Entre.20.y.24",3147
