"Estado","Ano","Tipo","Rango.edades","Valor"
"Chihuahua ","2013","General","Entre.20.y.24",36
"Distrito Federal ","2013","General","Entre.20.y.24",66
"Durango ","2013","General","Entre.20.y.24",1113
"Guanajuato ","2013","General","Entre.20.y.24",3371
"Guerrero ","2013","General","Entre.20.y.24",6362
"Hidalgo ","2013","General","Entre.20.y.24",28
"Jalisco ","2013","General","Entre.20.y.24",5782
"Mexico","2013","General","Entre.20.y.24",1176
"Michoacan","2013","General","Entre.20.y.24",4001
"Morelos ","2013","General","Entre.20.y.24",3595
"Nayarit ","2013","General","Entre.20.y.24",1816
"Nuevo Leon","2013","General","Entre.20.y.24",15
"Oaxaca ","2013","General","Entre.20.y.24",563
"Puebla ","2013","General","Entre.20.y.24",1436
"Queretaro","2013","General","Entre.20.y.24",712
"Quintana Roo ","2013","General","Entre.20.y.24",15
"San Luis Potosi","2013","General","Entre.20.y.24",43
"Sinaloa ","2013","General","Entre.20.y.24",1047
"Sonora ","2013","General","Entre.20.y.24",550
"Tabasco ","2013","General","Entre.20.y.24",5
"Tamaulipas ","2013","General","Entre.20.y.24",45
"Tlaxcala ","2013","General","Entre.20.y.24",6
"Veracruz ","2013","General","Entre.20.y.24",29
"Yucatan","2013","General","Entre.20.y.24",6
"Zacatecas ","2013","General","Entre.20.y.24",443
"Aguascalientes ","2003","General","Entre.25.y.44",335
"Baja California ","2003","General","Entre.25.y.44",26
"Baja California Sur","2003","General","Entre.25.y.44",23
"Campeche ","2003","General","Entre.25.y.44",13
"Coahuila ","2003","General","Entre.25.y.44",34
"Colima ","2003","General","Entre.25.y.44",3090
"Chiapas ","2003","General","Entre.25.y.44",64
"Chihuahua ","2003","General","Entre.25.y.44",112
"Distrito Federal ","2003","General","Entre.25.y.44",86
"Durango ","2003","General","Entre.25.y.44",1480
"Guanajuato ","2003","General","Entre.25.y.44",6381
"Guerrero ","2003","General","Entre.25.y.44",5116
"Hidalgo ","2003","General","Entre.25.y.44",83
"Jalisco ","2003","General","Entre.25.y.44",12757
"Mexico","2003","General","Entre.25.y.44",1099
"Michoacan","2003","General","Entre.25.y.44",6521
"Morelos ","2003","General","Entre.25.y.44",7502
"Nayarit ","2003","General","Entre.25.y.44",3916
"Nuevo Leon","2003","General","Entre.25.y.44",129
"Oaxaca ","2003","General","Entre.25.y.44",980
"Puebla ","2003","General","Entre.25.y.44",3388
"Queretaro","2003","General","Entre.25.y.44",1357
"Quintana Roo ","2003","General","Entre.25.y.44",35
"San Luis Potosi","2003","General","Entre.25.y.44",78
"Sinaloa ","2003","General","Entre.25.y.44",1980
"Sonora ","2003","General","Entre.25.y.44",2562
"Tabasco ","2003","General","Entre.25.y.44",14
"Tamaulipas ","2003","General","Entre.25.y.44",121
"Tlaxcala ","2003","General","Entre.25.y.44",11
"Veracruz ","2003","General","Entre.25.y.44",70
"Yucatan","2003","General","Entre.25.y.44",14
"Zacatecas ","2003","General","Entre.25.y.44",646
"Aguascalientes ","2004","General","Entre.25.y.44",628
"Baja California ","2004","General","Entre.25.y.44",23
"Baja California Sur","2004","General","Entre.25.y.44",28
"Campeche ","2004","General","Entre.25.y.44",11
"Coahuila ","2004","General","Entre.25.y.44",42
"Colima ","2004","General","Entre.25.y.44",3252
"Chiapas ","2004","General","Entre.25.y.44",68
"Chihuahua ","2004","General","Entre.25.y.44",121
"Distrito Federal ","2004","General","Entre.25.y.44",111
"Durango ","2004","General","Entre.25.y.44",1410
"Guanajuato ","2004","General","Entre.25.y.44",6461
"Guerrero ","2004","General","Entre.25.y.44",6396
"Hidalgo ","2004","General","Entre.25.y.44",79
"Jalisco ","2004","General","Entre.25.y.44",12751
"Mexico","2004","General","Entre.25.y.44",1073
"Michoacan","2004","General","Entre.25.y.44",5226
"Morelos ","2004","General","Entre.25.y.44",5975
"Nayarit ","2004","General","Entre.25.y.44",3816
"Nuevo Leon","2004","General","Entre.25.y.44",70
"Oaxaca ","2004","General","Entre.25.y.44",864
"Puebla ","2004","General","Entre.25.y.44",3134
"Queretaro","2004","General","Entre.25.y.44",1319
"Quintana Roo ","2004","General","Entre.25.y.44",38
"San Luis Potosi","2004","General","Entre.25.y.44",97
"Sinaloa ","2004","General","Entre.25.y.44",2229
"Sonora ","2004","General","Entre.25.y.44",1438
"Tabasco ","2004","General","Entre.25.y.44",4
"Tamaulipas ","2004","General","Entre.25.y.44",94
"Tlaxcala ","2004","General","Entre.25.y.44",10
"Veracruz ","2004","General","Entre.25.y.44",64
"Yucatan","2004","General","Entre.25.y.44",8
"Zacatecas ","2004","General","Entre.25.y.44",577
"Aguascalientes ","2005","General","Entre.25.y.44",423
"Baja California ","2005","General","Entre.25.y.44",40
"Baja California Sur","2005","General","Entre.25.y.44",46
"Campeche ","2005","General","Entre.25.y.44",12
"Coahuila ","2005","General","Entre.25.y.44",40
"Colima ","2005","General","Entre.25.y.44",3027
"Chiapas ","2005","General","Entre.25.y.44",90
"Chihuahua ","2005","General","Entre.25.y.44",73
"Distrito Federal ","2005","General","Entre.25.y.44",106
"Durango ","2005","General","Entre.25.y.44",1591
"Guanajuato ","2005","General","Entre.25.y.44",7396
"Guerrero ","2005","General","Entre.25.y.44",7376
"Hidalgo ","2005","General","Entre.25.y.44",67
"Jalisco ","2005","General","Entre.25.y.44",13493
"Mexico","2005","General","Entre.25.y.44",1144
"Michoacan","2005","General","Entre.25.y.44",6273
"Morelos ","2005","General","Entre.25.y.44",7774
"Nayarit ","2005","General","Entre.25.y.44",3476
"Nuevo Leon","2005","General","Entre.25.y.44",42
"Oaxaca ","2005","General","Entre.25.y.44",1019
"Puebla ","2005","General","Entre.25.y.44",3566
"Queretaro","2005","General","Entre.25.y.44",1281
"Quintana Roo ","2005","General","Entre.25.y.44",51
"San Luis Potosi","2005","General","Entre.25.y.44",113
"Sinaloa ","2005","General","Entre.25.y.44",1884
"Sonora ","2005","General","Entre.25.y.44",1317
"Tabasco ","2005","General","Entre.25.y.44",15
"Tamaulipas ","2005","General","Entre.25.y.44",89
"Tlaxcala ","2005","General","Entre.25.y.44",12
"Veracruz ","2005","General","Entre.25.y.44",45
"Yucatan","2005","General","Entre.25.y.44",21
"Zacatecas ","2005","General","Entre.25.y.44",679
"Aguascalientes ","2006","General","Entre.25.y.44",509
"Baja California ","2006","General","Entre.25.y.44",46
"Baja California Sur","2006","General","Entre.25.y.44",35
"Campeche ","2006","General","Entre.25.y.44",15
"Coahuila ","2006","General","Entre.25.y.44",59
"Colima ","2006","General","Entre.25.y.44",3248
"Chiapas ","2006","General","Entre.25.y.44",52
"Chihuahua ","2006","General","Entre.25.y.44",94
"Distrito Federal ","2006","General","Entre.25.y.44",146
"Durango ","2006","General","Entre.25.y.44",1636
"Guanajuato ","2006","General","Entre.25.y.44",8926
"Guerrero ","2006","General","Entre.25.y.44",9561
"Hidalgo ","2006","General","Entre.25.y.44",94
"Jalisco ","2006","General","Entre.25.y.44",16190
"Mexico","2006","General","Entre.25.y.44",1367
"Michoacan","2006","General","Entre.25.y.44",7564
"Morelos ","2006","General","Entre.25.y.44",7720
"Nayarit ","2006","General","Entre.25.y.44",3975
"Nuevo Leon","2006","General","Entre.25.y.44",70
"Oaxaca ","2006","General","Entre.25.y.44",1080
"Puebla ","2006","General","Entre.25.y.44",3713
"Queretaro","2006","General","Entre.25.y.44",1535
"Quintana Roo ","2006","General","Entre.25.y.44",64
"San Luis Potosi","2006","General","Entre.25.y.44",125
"Sinaloa ","2006","General","Entre.25.y.44",2017
"Sonora ","2006","General","Entre.25.y.44",1101
"Tabasco ","2006","General","Entre.25.y.44",12
"Tamaulipas ","2006","General","Entre.25.y.44",104
"Tlaxcala ","2006","General","Entre.25.y.44",12
"Veracruz ","2006","General","Entre.25.y.44",74
"Yucatan","2006","General","Entre.25.y.44",16
"Zacatecas ","2006","General","Entre.25.y.44",889
"Aguascalientes ","2007","General","Entre.25.y.44",449
"Baja California ","2007","General","Entre.25.y.44",51
"Baja California Sur","2007","General","Entre.25.y.44",45
"Campeche ","2007","General","Entre.25.y.44",17
"Coahuila ","2007","General","Entre.25.y.44",60
"Colima ","2007","General","Entre.25.y.44",3108
"Chiapas ","2007","General","Entre.25.y.44",99
"Chihuahua ","2007","General","Entre.25.y.44",106
"Distrito Federal ","2007","General","Entre.25.y.44",138
"Durango ","2007","General","Entre.25.y.44",1807
"Guanajuato ","2007","General","Entre.25.y.44",9145
"Guerrero ","2007","General","Entre.25.y.44",8895
"Hidalgo ","2007","General","Entre.25.y.44",38
"Jalisco ","2007","General","Entre.25.y.44",15151
"Mexico","2007","General","Entre.25.y.44",1414
"Michoacan","2007","General","Entre.25.y.44",6690
"Morelos ","2007","General","Entre.25.y.44",7941
"Nayarit ","2007","General","Entre.25.y.44",4329
"Nuevo Leon","2007","General","Entre.25.y.44",73
"Oaxaca ","2007","General","Entre.25.y.44",1275
"Puebla ","2007","General","Entre.25.y.44",3124
"Queretaro","2007","General","Entre.25.y.44",1220
"Quintana Roo ","2007","General","Entre.25.y.44",38
"San Luis Potosi","2007","General","Entre.25.y.44",110
"Sinaloa ","2007","General","Entre.25.y.44",2109
"Sonora ","2007","General","Entre.25.y.44",1174
"Tabasco ","2007","General","Entre.25.y.44",9
"Tamaulipas ","2007","General","Entre.25.y.44",109
"Tlaxcala ","2007","General","Entre.25.y.44",19
"Veracruz ","2007","General","Entre.25.y.44",107
"Yucatan","2007","General","Entre.25.y.44",29
"Zacatecas ","2007","General","Entre.25.y.44",907
"Aguascalientes ","2008","General","Entre.25.y.44",429
"Baja California ","2008","General","Entre.25.y.44",62
"Baja California Sur","2008","General","Entre.25.y.44",31
"Campeche ","2008","General","Entre.25.y.44",33
"Coahuila ","2008","General","Entre.25.y.44",61
"Colima ","2008","General","Entre.25.y.44",3221
"Chiapas ","2008","General","Entre.25.y.44",109
"Chihuahua ","2008","General","Entre.25.y.44",115
"Distrito Federal ","2008","General","Entre.25.y.44",159
"Durango ","2008","General","Entre.25.y.44",1789
"Guanajuato ","2008","General","Entre.25.y.44",7834
"Guerrero ","2008","General","Entre.25.y.44",9226
"Hidalgo ","2008","General","Entre.25.y.44",83
"Jalisco ","2008","General","Entre.25.y.44",14829
"Mexico","2008","General","Entre.25.y.44",1789
"Michoacan","2008","General","Entre.25.y.44",7530
"Morelos ","2008","General","Entre.25.y.44",7367
"Nayarit ","2008","General","Entre.25.y.44",4239
"Nuevo Leon","2008","General","Entre.25.y.44",102
"Oaxaca ","2008","General","Entre.25.y.44",1402
"Puebla ","2008","General","Entre.25.y.44",3347
"Queretaro","2008","General","Entre.25.y.44",1454
"Quintana Roo ","2008","General","Entre.25.y.44",31
"San Luis Potosi","2008","General","Entre.25.y.44",107
"Sinaloa ","2008","General","Entre.25.y.44",2344
"Sonora ","2008","General","Entre.25.y.44",1066
"Tabasco ","2008","General","Entre.25.y.44",24
"Tamaulipas ","2008","General","Entre.25.y.44",107
"Tlaxcala ","2008","General","Entre.25.y.44",24
"Veracruz ","2008","General","Entre.25.y.44",63
"Yucatan","2008","General","Entre.25.y.44",26
"Zacatecas ","2008","General","Entre.25.y.44",1008
"Aguascalientes ","2009","General","Entre.25.y.44",474
"Baja California ","2009","General","Entre.25.y.44",68
"Baja California Sur","2009","General","Entre.25.y.44",31
"Campeche ","2009","General","Entre.25.y.44",29
"Coahuila ","2009","General","Entre.25.y.44",52
"Colima ","2009","General","Entre.25.y.44",3245
"Chiapas ","2009","General","Entre.25.y.44",121
"Chihuahua ","2009","General","Entre.25.y.44",92
"Distrito Federal ","2009","General","Entre.25.y.44",158
"Durango ","2009","General","Entre.25.y.44",1685
"Guanajuato ","2009","General","Entre.25.y.44",7151
"Guerrero ","2009","General","Entre.25.y.44",11658
"Hidalgo ","2009","General","Entre.25.y.44",63
"Jalisco ","2009","General","Entre.25.y.44",16227
"Mexico","2009","General","Entre.25.y.44",1964
"Michoacan","2009","General","Entre.25.y.44",8606
"Morelos ","2009","General","Entre.25.y.44",8434
"Nayarit ","2009","General","Entre.25.y.44",4408
"Nuevo Leon","2009","General","Entre.25.y.44",134
"Oaxaca ","2009","General","Entre.25.y.44",1331
"Puebla ","2009","General","Entre.25.y.44",3597
"Queretaro","2009","General","Entre.25.y.44",1425
"Quintana Roo ","2009","General","Entre.25.y.44",70
"San Luis Potosi","2009","General","Entre.25.y.44",98
"Sinaloa ","2009","General","Entre.25.y.44",2402
"Sonora ","2009","General","Entre.25.y.44",1060
"Tabasco ","2009","General","Entre.25.y.44",14
"Tamaulipas ","2009","General","Entre.25.y.44",117
"Tlaxcala ","2009","General","Entre.25.y.44",19
"Veracruz ","2009","General","Entre.25.y.44",88
"Yucatan","2009","General","Entre.25.y.44",10
"Zacatecas ","2009","General","Entre.25.y.44",949
"Aguascalientes ","2010","General","Entre.25.y.44",523
"Baja California ","2010","General","Entre.25.y.44",29
"Baja California Sur","2010","General","Entre.25.y.44",26
"Campeche ","2010","General","Entre.25.y.44",27
"Coahuila ","2010","General","Entre.25.y.44",99
"Colima ","2010","General","Entre.25.y.44",3413
"Chiapas ","2010","General","Entre.25.y.44",102
"Chihuahua ","2010","General","Entre.25.y.44",105
"Distrito Federal ","2010","General","Entre.25.y.44",181
"Durango ","2010","General","Entre.25.y.44",2005
"Guanajuato ","2010","General","Entre.25.y.44",7963
"Guerrero ","2010","General","Entre.25.y.44",11687
"Hidalgo ","2010","General","Entre.25.y.44",56
"Jalisco ","2010","General","Entre.25.y.44",14658
"Mexico","2010","General","Entre.25.y.44",1819
"Michoacan","2010","General","Entre.25.y.44",8290
"Morelos ","2010","General","Entre.25.y.44",7911
"Nayarit ","2010","General","Entre.25.y.44",3765
"Nuevo Leon","2010","General","Entre.25.y.44",79
"Oaxaca ","2010","General","Entre.25.y.44",1269
"Puebla ","2010","General","Entre.25.y.44",3798
"Queretaro","2010","General","Entre.25.y.44",1755
"Quintana Roo ","2010","General","Entre.25.y.44",79
"San Luis Potosi","2010","General","Entre.25.y.44",64
"Sinaloa ","2010","General","Entre.25.y.44",2341
"Sonora ","2010","General","Entre.25.y.44",1071
"Tabasco ","2010","General","Entre.25.y.44",17
"Tamaulipas ","2010","General","Entre.25.y.44",83
"Tlaxcala ","2010","General","Entre.25.y.44",13
"Veracruz ","2010","General","Entre.25.y.44",74
"Yucatan","2010","General","Entre.25.y.44",22
"Zacatecas ","2010","General","Entre.25.y.44",934
"Aguascalientes ","2011","General","Entre.25.y.44",564
"Baja California ","2011","General","Entre.25.y.44",40
"Baja California Sur","2011","General","Entre.25.y.44",40
"Campeche ","2011","General","Entre.25.y.44",30
"Coahuila ","2011","General","Entre.25.y.44",68
"Colima ","2011","General","Entre.25.y.44",3845
"Chiapas ","2011","General","Entre.25.y.44",119
"Chihuahua ","2011","General","Entre.25.y.44",120
"Distrito Federal ","2011","General","Entre.25.y.44",167
"Durango ","2011","General","Entre.25.y.44",2187
"Guanajuato ","2011","General","Entre.25.y.44",8116
"Guerrero ","2011","General","Entre.25.y.44",12575
"Hidalgo ","2011","General","Entre.25.y.44",64
"Jalisco ","2011","General","Entre.25.y.44",14856
"Mexico","2011","General","Entre.25.y.44",2270
"Michoacan","2011","General","Entre.25.y.44",8672
"Morelos ","2011","General","Entre.25.y.44",9566
"Nayarit ","2011","General","Entre.25.y.44",3986
"Nuevo Leon","2011","General","Entre.25.y.44",88
"Oaxaca ","2011","General","Entre.25.y.44",1283
"Puebla ","2011","General","Entre.25.y.44",3618
"Queretaro","2011","General","Entre.25.y.44",1840
"Quintana Roo ","2011","General","Entre.25.y.44",102
"San Luis Potosi","2011","General","Entre.25.y.44",81
"Sinaloa ","2011","General","Entre.25.y.44",2567
"Sonora ","2011","General","Entre.25.y.44",1426
"Tabasco ","2011","General","Entre.25.y.44",21
"Tamaulipas ","2011","General","Entre.25.y.44",113
"Tlaxcala ","2011","General","Entre.25.y.44",21
"Veracruz ","2011","General","Entre.25.y.44",95
"Yucatan","2011","General","Entre.25.y.44",32
"Zacatecas ","2011","General","Entre.25.y.44",945
"Aguascalientes ","2012","General","Entre.25.y.44",599
"Baja California ","2012","General","Entre.25.y.44",44
"Baja California Sur","2012","General","Entre.25.y.44",54
"Campeche ","2012","General","Entre.25.y.44",24
"Coahuila ","2012","General","Entre.25.y.44",91
"Colima ","2012","General","Entre.25.y.44",4035
"Chiapas ","2012","General","Entre.25.y.44",120
"Chihuahua ","2012","General","Entre.25.y.44",137
"Distrito Federal ","2012","General","Entre.25.y.44",129
"Durango ","2012","General","Entre.25.y.44",2247
"Guanajuato ","2012","General","Entre.25.y.44",9675
"Guerrero ","2012","General","Entre.25.y.44",14566
"Hidalgo ","2012","General","Entre.25.y.44",72
"Jalisco ","2012","General","Entre.25.y.44",15533
"Mexico","2012","General","Entre.25.y.44",2343
"Michoacan","2012","General","Entre.25.y.44",8904
"Morelos ","2012","General","Entre.25.y.44",8464
"Nayarit ","2012","General","Entre.25.y.44",4581
"Nuevo Leon","2012","General","Entre.25.y.44",85
"Oaxaca ","2012","General","Entre.25.y.44",1294
"Puebla ","2012","General","Entre.25.y.44",3616
"Queretaro","2012","General","Entre.25.y.44",2026
"Quintana Roo ","2012","General","Entre.25.y.44",32
"San Luis Potosi","2012","General","Entre.25.y.44",118
"Sinaloa ","2012","General","Entre.25.y.44",2935
"Sonora ","2012","General","Entre.25.y.44",1609
"Tabasco ","2012","General","Entre.25.y.44",30
"Tamaulipas ","2012","General","Entre.25.y.44",169
"Tlaxcala ","2012","General","Entre.25.y.44",17
"Veracruz ","2012","General","Entre.25.y.44",75
"Yucatan","2012","General","Entre.25.y.44",21
"Zacatecas ","2012","General","Entre.25.y.44",913
"Aguascalientes ","2013","General","Entre.25.y.44",493
"Baja California ","2013","General","Entre.25.y.44",55
"Baja California Sur","2013","General","Entre.25.y.44",15
"Campeche ","2013","General","Entre.25.y.44",29
"Coahuila ","2013","General","Entre.25.y.44",81
"Colima ","2013","General","Entre.25.y.44",3843
"Chiapas ","2013","General","Entre.25.y.44",121
"Chihuahua ","2013","General","Entre.25.y.44",105
"Distrito Federal ","2013","General","Entre.25.y.44",169
"Durango ","2013","General","Entre.25.y.44",2781
"Guanajuato ","2013","General","Entre.25.y.44",9234
"Guerrero ","2013","General","Entre.25.y.44",15676
"Hidalgo ","2013","General","Entre.25.y.44",67
"Jalisco ","2013","General","Entre.25.y.44",15693
"Mexico","2013","General","Entre.25.y.44",2747
"Michoacan","2013","General","Entre.25.y.44",9373
"Morelos ","2013","General","Entre.25.y.44",9130
"Nayarit ","2013","General","Entre.25.y.44",4423
"Nuevo Leon","2013","General","Entre.25.y.44",75
"Oaxaca ","2013","General","Entre.25.y.44",1395
"Puebla ","2013","General","Entre.25.y.44",3357
"Queretaro","2013","General","Entre.25.y.44",2064
"Quintana Roo ","2013","General","Entre.25.y.44",45
"San Luis Potosi","2013","General","Entre.25.y.44",113
"Sinaloa ","2013","General","Entre.25.y.44",2904
"Sonora ","2013","General","Entre.25.y.44",1517
"Tabasco ","2013","General","Entre.25.y.44",14
"Tamaulipas ","2013","General","Entre.25.y.44",152
"Tlaxcala ","2013","General","Entre.25.y.44",15
"Veracruz ","2013","General","Entre.25.y.44",84
"Yucatan","2013","General","Entre.25.y.44",9
"Zacatecas ","2013","General","Entre.25.y.44",1062
"Aguascalientes ","2003","General","Entre.45.y.49",64
"Baja California ","2003","General","Entre.45.y.49",3
"Baja California Sur","2003","General","Entre.45.y.49",4
"Campeche ","2003","General","Entre.45.y.49",4
"Coahuila ","2003","General","Entre.45.y.49",1
"Colima ","2003","General","Entre.45.y.49",509
"Chiapas ","2003","General","Entre.45.y.49",10
"Chihuahua ","2003","General","Entre.45.y.49",32
"Distrito Federal ","2003","General","Entre.45.y.49",12
"Durango ","2003","General","Entre.45.y.49",297
"Guanajuato ","2003","General","Entre.45.y.49",1027
"Guerrero ","2003","General","Entre.45.y.49",1122
"Hidalgo ","2003","General","Entre.45.y.49",15
"Jalisco ","2003","General","Entre.45.y.49",2012
"Mexico","2003","General","Entre.45.y.49",208
"Michoacan","2003","General","Entre.45.y.49",1235
"Morelos ","2003","General","Entre.45.y.49",1566
"Nayarit ","2003","General","Entre.45.y.49",695
"Nuevo Leon","2003","General","Entre.45.y.49",24
"Oaxaca ","2003","General","Entre.45.y.49",209
"Puebla ","2003","General","Entre.45.y.49",726
"Queretaro","2003","General","Entre.45.y.49",155
"Quintana Roo ","2003","General","Entre.45.y.49",5
"San Luis Potosi","2003","General","Entre.45.y.49",15
"Sinaloa ","2003","General","Entre.45.y.49",382
"Sonora ","2003","General","Entre.45.y.49",415
"Tabasco ","2003","General","Entre.45.y.49",3
"Tamaulipas ","2003","General","Entre.45.y.49",24
"Tlaxcala ","2003","General","Entre.45.y.49",1
"Veracruz ","2003","General","Entre.45.y.49",15
"Yucatan","2003","General","Entre.45.y.49",4
"Zacatecas ","2003","General","Entre.45.y.49",111
"Aguascalientes ","2004","General","Entre.45.y.49",84
"Baja California ","2004","General","Entre.45.y.49",6
"Baja California Sur","2004","General","Entre.45.y.49",5
"Campeche ","2004","General","Entre.45.y.49",0
"Coahuila ","2004","General","Entre.45.y.49",4
"Colima ","2004","General","Entre.45.y.49",507
"Chiapas ","2004","General","Entre.45.y.49",16
"Chihuahua ","2004","General","Entre.45.y.49",13
"Distrito Federal ","2004","General","Entre.45.y.49",18
"Durango ","2004","General","Entre.45.y.49",248
"Guanajuato ","2004","General","Entre.45.y.49",962
"Guerrero ","2004","General","Entre.45.y.49",1261
"Hidalgo ","2004","General","Entre.45.y.49",14
"Jalisco ","2004","General","Entre.45.y.49",2053
"Mexico","2004","General","Entre.45.y.49",220
"Michoacan","2004","General","Entre.45.y.49",952
"Morelos ","2004","General","Entre.45.y.49",1243
"Nayarit ","2004","General","Entre.45.y.49",815
"Nuevo Leon","2004","General","Entre.45.y.49",16
"Oaxaca ","2004","General","Entre.45.y.49",196
"Puebla ","2004","General","Entre.45.y.49",690
"Queretaro","2004","General","Entre.45.y.49",142
"Quintana Roo ","2004","General","Entre.45.y.49",3
"San Luis Potosi","2004","General","Entre.45.y.49",25
"Sinaloa ","2004","General","Entre.45.y.49",362
"Sonora ","2004","General","Entre.45.y.49",294
"Tabasco ","2004","General","Entre.45.y.49",3
"Tamaulipas ","2004","General","Entre.45.y.49",12
"Tlaxcala ","2004","General","Entre.45.y.49",0
"Veracruz ","2004","General","Entre.45.y.49",13
"Yucatan","2004","General","Entre.45.y.49",0
"Zacatecas ","2004","General","Entre.45.y.49",101
"Aguascalientes ","2005","General","Entre.45.y.49",63
"Baja California ","2005","General","Entre.45.y.49",6
"Baja California Sur","2005","General","Entre.45.y.49",8
"Campeche ","2005","General","Entre.45.y.49",2
"Coahuila ","2005","General","Entre.45.y.49",6
"Colima ","2005","General","Entre.45.y.49",479
"Chiapas ","2005","General","Entre.45.y.49",23
"Chihuahua ","2005","General","Entre.45.y.49",23
"Distrito Federal ","2005","General","Entre.45.y.49",16
"Durango ","2005","General","Entre.45.y.49",300
"Guanajuato ","2005","General","Entre.45.y.49",1061
"Guerrero ","2005","General","Entre.45.y.49",1483
"Hidalgo ","2005","General","Entre.45.y.49",12
"Jalisco ","2005","General","Entre.45.y.49",2077
"Mexico","2005","General","Entre.45.y.49",210
"Michoacan","2005","General","Entre.45.y.49",1150
"Morelos ","2005","General","Entre.45.y.49",1536
"Nayarit ","2005","General","Entre.45.y.49",744
"Nuevo Leon","2005","General","Entre.45.y.49",7
"Oaxaca ","2005","General","Entre.45.y.49",202
"Puebla ","2005","General","Entre.45.y.49",853
"Queretaro","2005","General","Entre.45.y.49",136
"Quintana Roo ","2005","General","Entre.45.y.49",6
"San Luis Potosi","2005","General","Entre.45.y.49",19
"Sinaloa ","2005","General","Entre.45.y.49",331
"Sonora ","2005","General","Entre.45.y.49",259
"Tabasco ","2005","General","Entre.45.y.49",1
"Tamaulipas ","2005","General","Entre.45.y.49",13
"Tlaxcala ","2005","General","Entre.45.y.49",1
"Veracruz ","2005","General","Entre.45.y.49",12
"Yucatan","2005","General","Entre.45.y.49",5
"Zacatecas ","2005","General","Entre.45.y.49",165
"Aguascalientes ","2006","General","Entre.45.y.49",92
"Baja California ","2006","General","Entre.45.y.49",2
"Baja California Sur","2006","General","Entre.45.y.49",5
"Campeche ","2006","General","Entre.45.y.49",1
"Coahuila ","2006","General","Entre.45.y.49",4
"Colima ","2006","General","Entre.45.y.49",474
"Chiapas ","2006","General","Entre.45.y.49",19
"Chihuahua ","2006","General","Entre.45.y.49",18
"Distrito Federal ","2006","General","Entre.45.y.49",20
"Durango ","2006","General","Entre.45.y.49",287
"Guanajuato ","2006","General","Entre.45.y.49",1301
"Guerrero ","2006","General","Entre.45.y.49",1764
"Hidalgo ","2006","General","Entre.45.y.49",14
"Jalisco ","2006","General","Entre.45.y.49",2618
"Mexico","2006","General","Entre.45.y.49",264
"Michoacan","2006","General","Entre.45.y.49",1420
"Morelos ","2006","General","Entre.45.y.49",1684
"Nayarit ","2006","General","Entre.45.y.49",757
"Nuevo Leon","2006","General","Entre.45.y.49",11
"Oaxaca ","2006","General","Entre.45.y.49",261
"Puebla ","2006","General","Entre.45.y.49",940
"Queretaro","2006","General","Entre.45.y.49",186
"Quintana Roo ","2006","General","Entre.45.y.49",11
"San Luis Potosi","2006","General","Entre.45.y.49",25
"Sinaloa ","2006","General","Entre.45.y.49",385
"Sonora ","2006","General","Entre.45.y.49",191
"Tabasco ","2006","General","Entre.45.y.49",3
"Tamaulipas ","2006","General","Entre.45.y.49",17
"Tlaxcala ","2006","General","Entre.45.y.49",2
"Veracruz ","2006","General","Entre.45.y.49",15
"Yucatan","2006","General","Entre.45.y.49",3
"Zacatecas ","2006","General","Entre.45.y.49",175
"Aguascalientes ","2007","General","Entre.45.y.49",69
"Baja California ","2007","General","Entre.45.y.49",5
"Baja California Sur","2007","General","Entre.45.y.49",7
"Campeche ","2007","General","Entre.45.y.49",2
"Coahuila ","2007","General","Entre.45.y.49",6
"Colima ","2007","General","Entre.45.y.49",538
"Chiapas ","2007","General","Entre.45.y.49",21
"Chihuahua ","2007","General","Entre.45.y.49",13
"Distrito Federal ","2007","General","Entre.45.y.49",24
"Durango ","2007","General","Entre.45.y.49",310
"Guanajuato ","2007","General","Entre.45.y.49",1403
"Guerrero ","2007","General","Entre.45.y.49",1608
"Hidalgo ","2007","General","Entre.45.y.49",13
"Jalisco ","2007","General","Entre.45.y.49",2433
"Mexico","2007","General","Entre.45.y.49",277
"Michoacan","2007","General","Entre.45.y.49",1202
"Morelos ","2007","General","Entre.45.y.49",1757
"Nayarit ","2007","General","Entre.45.y.49",842
"Nuevo Leon","2007","General","Entre.45.y.49",5
"Oaxaca ","2007","General","Entre.45.y.49",243
"Puebla ","2007","General","Entre.45.y.49",784
"Queretaro","2007","General","Entre.45.y.49",170
"Quintana Roo ","2007","General","Entre.45.y.49",4
"San Luis Potosi","2007","General","Entre.45.y.49",19
"Sinaloa ","2007","General","Entre.45.y.49",422
"Sonora ","2007","General","Entre.45.y.49",215
"Tabasco ","2007","General","Entre.45.y.49",1
"Tamaulipas ","2007","General","Entre.45.y.49",11
"Tlaxcala ","2007","General","Entre.45.y.49",2
"Veracruz ","2007","General","Entre.45.y.49",20
"Yucatan","2007","General","Entre.45.y.49",3
"Zacatecas ","2007","General","Entre.45.y.49",194
"Aguascalientes ","2008","General","Entre.45.y.49",95
"Baja California ","2008","General","Entre.45.y.49",5
"Baja California Sur","2008","General","Entre.45.y.49",7
"Campeche ","2008","General","Entre.45.y.49",6
"Coahuila ","2008","General","Entre.45.y.49",10
"Colima ","2008","General","Entre.45.y.49",573
"Chiapas ","2008","General","Entre.45.y.49",28
"Chihuahua ","2008","General","Entre.45.y.49",13
"Distrito Federal ","2008","General","Entre.45.y.49",23
