"Estado","Total","Ene","Feb","Mar","Abr","May","Jun","Jul","Ago","Sep","Oct","Nov","Dic","Ano","Tipo"
"QuintanaRoo",73,2,4,4,5,11,9,9,5,4,8,7,5,"2010","Hombres"
"SanLuisPotosi",84,0,2,10,8,10,9,13,10,6,6,3,7,"2010","Hombres"
"Sinaloa",3989,164,176,246,248,269,463,435,509,619,422,269,169,"2010","Hombres"
"Sonora",1714,24,35,65,109,165,423,225,225,228,100,67,48,"2010","Hombres"
"Tabasco",16,1,0,2,1,2,3,3,1,0,3,0,0,"2010","Hombres"
"Tamaulipas",103,3,1,5,10,21,20,6,13,11,12,1,0,"2010","Hombres"
"Tlaxcala",28,1,0,1,4,7,2,4,2,3,2,0,2,"2010","Hombres"
"Veracruz",107,7,6,10,6,9,21,6,17,10,8,4,3,"2010","Hombres"
"Yucatan",29,2,1,2,6,1,0,1,2,8,3,1,2,"2010","Hombres"
"Zacatecas",1806,68,59,106,161,222,314,231,190,180,121,79,75,"2010","Hombres"
"Total",137013,7416,6940,11359,12066,14532,18456,12506,12105,14404,11358,8742,7129,"2010","Hombres"
"Aguascalientes",983,44,63,99,104,100,122,74,98,85,66,81,47,"2011","Hombres"
"BajaCalifornia",62,0,3,4,3,11,7,11,6,3,9,3,2,"2011","Hombres"
"BajaCaliforniaSur",37,1,0,1,2,3,3,3,7,12,4,1,0,"2011","Hombres"
"Campeche",35,3,2,5,7,2,1,4,3,2,2,4,0,"2011","Hombres"
"Coahuila",94,0,0,5,8,6,16,11,27,9,6,6,0,"2011","Hombres"
"Colima",6516,312,304,409,430,572,652,659,757,655,696,681,389,"2011","Hombres"
"Chiapas",155,13,10,21,6,16,9,12,21,12,13,14,8,"2011","Hombres"
"Chihuahua",185,4,3,18,9,12,25,24,30,24,21,6,9,"2011","Hombres"
"DistritoFederal",222,16,20,20,20,28,23,18,27,18,9,11,12,"2011","Hombres"
"Durango",3636,97,151,277,387,478,692,322,483,242,200,182,125,"2011","Hombres"
"Guanajuato",14005,469,683,1286,1858,1674,1820,1202,1387,1105,948,860,713,"2011","Hombres"
"Guerrero",25218,1314,1330,1838,1839,2252,2930,2169,2396,2125,2247,3212,1566,"2011","Hombres"
"Hidalgo",80,0,0,5,4,14,14,4,15,7,8,6,3,"2011","Hombres"
"Jalisco",26426,1184,1448,2318,2545,2899,3274,2244,2686,2176,2097,2230,1325,"2011","Hombres"
"Mexico",4752,123,162,325,401,550,572,379,455,477,451,602,255,"2011","Hombres"
"Michoacan",15921,585,741,1161,1354,1513,1857,1413,1720,1558,1452,1650,917,"2011","Hombres"
"Morelos",18222,558,748,1465,1979,2098,2156,1605,1959,1752,1561,1480,861,"2011","Hombres"
"Nayarit",7362,261,287,418,403,538,993,837,917,805,723,764,416,"2011","Hombres"
"NuevoLeon",104,1,3,5,6,10,16,8,29,14,9,3,0,"2011","Hombres"
"Oaxaca",2372,100,154,249,221,231,264,235,223,176,156,230,133,"2011","Hombres"
"Puebla",7200,325,448,781,728,661,818,558,700,581,534,691,375,"2011","Hombres"
"Queretaro",2551,96,101,204,300,272,355,228,267,252,175,211,90,"2011","Hombres"
"QuintanaRoo",101,3,0,10,15,11,10,7,12,11,10,8,4,"2011","Hombres"
"SanLuisPotosi",119,4,1,6,10,8,13,21,20,12,11,9,4,"2011","Hombres"
"Sinaloa",4238,132,123,209,222,297,452,463,739,523,497,404,177,"2011","Hombres"
"Sonora",2172,26,25,96,160,196,464,366,314,216,168,103,38,"2011","Hombres"
"Tabasco",29,0,1,3,4,0,3,2,3,4,1,8,0,"2011","Hombres"
"Tamaulipas",132,2,2,8,11,14,19,23,16,15,11,7,4,"2011","Hombres"
"Tlaxcala",25,0,2,3,0,2,2,2,8,1,0,5,0,"2011","Hombres"
"Veracruz",105,3,5,14,13,7,9,14,13,8,5,6,8,"2011","Hombres"
"Yucatan",28,1,2,2,1,3,2,4,4,2,4,0,3,"2011","Hombres"
"Zacatecas",1819,50,101,169,216,215,254,166,209,140,114,115,70,"2011","Hombres"
"Total",144906,5727,6923,11434,13266,14693,17847,13088,15551,13022,12208,13593,7554,"2011","Hombres"
"Aguascalientes",1103,55,53,87,109,135,129,133,90,105,107,71,29,"2012","Hombres"
"BajaCalifornia",62,1,0,2,1,3,3,10,16,18,5,3,0,"2012","Hombres"
"BajaCaliforniaSur",54,1,0,1,3,6,11,9,9,8,5,1,0,"2012","Hombres"
"Campeche",30,1,7,1,0,3,4,5,6,2,0,0,1,"2012","Hombres"
"Coahuila",102,0,2,2,7,15,15,19,16,11,8,3,4,"2012","Hombres"
"Colima",6802,447,427,434,338,675,635,837,619,704,808,450,428,"2012","Hombres"
"Chiapas",144,9,5,8,5,27,13,15,12,10,11,19,10,"2012","Hombres"
"Chihuahua",209,5,6,12,22,25,25,33,20,32,18,6,5,"2012","Hombres"
"DistritoFederal",208,9,10,18,12,29,20,28,24,19,17,13,9,"2012","Hombres"
"Durango",3836,187,141,159,357,665,537,456,351,328,301,203,151,"2012","Hombres"
"Guanajuato",15980,876,1013,1127,1929,2947,1816,1522,1188,1112,1303,625,522,"2012","Hombres"
"Guerrero",28920,2227,1616,1943,1927,3185,2430,2843,2090,2253,3099,3369,1938,"2012","Hombres"
"Hidalgo",101,6,5,7,6,8,13,17,13,10,10,3,3,"2012","Hombres"
"Jalisco",27099,1913,1499,1892,2356,3600,2812,2559,2039,2201,2874,1793,1561,"2012","Hombres"
"Mexico",5095,295,254,350,474,751,423,454,329,360,613,493,299,"2012","Hombres"
"Michoacan",16772,1109,973,1188,1349,2137,1499,1538,1298,1232,1823,1533,1093,"2012","Hombres"
"Morelos",16042,1051,1033,1298,1553,2133,1430,1634,1253,1228,1658,1062,709,"2012","Hombres"
"Nayarit",8628,508,365,452,544,803,983,1164,724,808,1067,759,451,"2012","Hombres"
"NuevoLeon",100,4,3,7,10,6,10,11,17,15,13,4,0,"2012","Hombres"
"Oaxaca",2318,132,135,180,203,320,214,245,183,193,216,170,127,"2012","Hombres"
"Puebla",7274,426,466,567,750,976,650,669,525,578,716,528,423,"2012","Hombres"
"Queretaro",2671,107,95,146,260,378,290,303,233,240,354,135,130,"2012","Hombres"
"QuintanaRoo",45,3,7,10,4,5,3,3,0,2,4,3,1,"2012","Hombres"
"SanLuisPotosi",169,3,13,13,16,20,13,21,19,23,16,7,5,"2012","Hombres"
"Sinaloa",4834,151,160,178,226,456,462,623,571,648,736,349,274,"2012","Hombres"
"Sonora",2442,78,37,89,176,401,452,387,254,211,210,93,54,"2012","Hombres"
"Tabasco",26,1,2,2,1,4,1,7,3,3,1,0,1,"2012","Hombres"
"Tamaulipas",195,5,4,16,18,12,27,28,20,34,20,8,3,"2012","Hombres"
"Tlaxcala",22,0,0,1,1,2,3,1,4,3,6,1,0,"2012","Hombres"
"Veracruz",110,3,6,9,12,17,6,11,12,18,7,5,4,"2012","Hombres"
"Yucatan",23,2,1,2,1,1,2,1,4,2,6,1,0,"2012","Hombres"
"Zacatecas",1692,65,65,108,143,262,226,234,157,138,145,99,50,"2012","Hombres"
"Total",153108,9680,8403,10309,12813,20007,15157,15820,12099,12549,16177,11809,8285,"2012","Hombres"
"Aguascalientes",982,59,35,72,98,153,90,116,76,102,110,42,29,"2013","Hombres"
"BajaCalifornia",63,0,4,2,2,6,9,10,6,11,9,4,0,"2013","Hombres"
"BajaCaliforniaSur",24,0,1,2,2,1,4,3,4,3,0,2,2,"2013","Hombres"
"Campeche",29,0,1,4,2,3,7,3,0,2,5,2,0,"2013","Hombres"
"Coahuila",100,2,1,2,5,19,18,12,16,20,5,0,0,"2013","Hombres"
"Colima",6573,527,347,372,413,558,552,645,566,671,903,556,463,"2013","Hombres"
"Chiapas",136,14,9,14,14,26,8,12,11,4,7,9,8,"2013","Hombres"
"Chihuahua",181,4,2,6,8,25,18,38,20,19,26,10,5,"2013","Hombres"
"DistritoFederal",261,18,15,12,28,28,28,31,28,20,20,23,10,"2013","Hombres"
"Durango",4658,148,184,310,424,746,667,582,447,374,377,232,167,"2013","Hombres"
"Guanajuato",15045,699,858,1038,1787,2366,1668,1527,1219,1113,1387,834,549,"2013","Hombres"
"Guerrero",31479,2370,1736,1615,2119,3198,2903,2777,2075,2018,3839,4549,2280,"2013","Hombres"
"Hidalgo",95,2,3,4,11,14,13,10,14,6,11,4,3,"2013","Hombres"
"Jalisco",27534,1915,1572,1821,2515,3542,2749,2677,2122,2080,3036,1968,1537,"2013","Hombres"
"Mexico",5580,260,269,267,433,797,551,451,386,421,715,619,411,"2013","Hombres"
"Michoacan",17289,1269,953,1035,1373,2099,1676,1708,1318,1277,1833,1525,1223,"2013","Hombres"
"Morelos",17206,901,919,1093,1693,2235,1689,1512,1251,1271,1949,1596,1097,"2013","Hombres"
"Nayarit",8804,552,349,495,531,629,974,1160,798,718,1142,919,537,"2013","Hombres"
"NuevoLeon",68,0,1,3,8,9,16,11,10,4,5,0,1,"2013","Hombres"
"Oaxaca",2472,158,156,177,217,269,234,229,162,171,261,227,211,"2013","Hombres"
"Puebla",6495,513,522,535,626,734,544,580,441,406,625,660,309,"2013","Hombres"
"Queretaro",2616,164,149,174,239,365,280,273,210,203,265,164,130,"2013","Hombres"
"QuintanaRoo",49,5,2,5,2,2,4,9,3,6,5,4,2,"2013","Hombres"
"SanLuisPotosi",141,6,6,6,10,14,15,28,22,13,11,8,2,"2013","Hombres"
"Sinaloa",4445,248,163,154,196,336,375,530,506,587,694,414,242,"2013","Hombres"
"Sonora",2360,71,47,89,144,397,432,384,273,227,185,73,38,"2013","Hombres"
"Tabasco",18,0,4,1,3,3,1,1,1,1,2,1,0,"2013","Hombres"
"Tamaulipas",201,5,10,16,22,28,28,34,23,11,12,8,4,"2013","Hombres"
"Tlaxcala",23,1,0,1,1,6,0,4,3,2,1,2,2,"2013","Hombres"
"Veracruz",107,4,13,10,15,10,3,17,10,1,13,6,5,"2013","Hombres"
"Yucatan",15,0,1,1,4,0,2,0,1,3,2,0,1,"2013","Hombres"
"Zacatecas",2068,71,85,122,177,272,238,264,175,174,215,171,104,"2013","Hombres"
"Total",157117,9986,8417,9458,13122,18890,15796,15638,12197,11939,17670,14632,9372,"2013","Hombres"
"Aguascalientes",675,39,40,49,115,80,72,49,52,62,57,32,28,"2003","Mujeres"
"BajaCalifornia",42,1,2,2,1,4,1,3,15,6,2,4,1,"2003","Mujeres"
"BajaCaliforniaSur",39,2,1,1,3,9,2,5,5,3,2,5,1,"2003","Mujeres"
"Campeche",34,2,7,5,5,3,0,4,1,2,1,0,4,"2003","Mujeres"
"Coahuila",49,0,1,2,4,3,5,12,2,12,4,1,3,"2003","Mujeres"
"Colima",4644,378,359,266,400,342,388,503,414,415,498,363,318,"2003","Mujeres"
"Chiapas",110,7,16,5,14,5,9,10,7,6,18,4,9,"2003","Mujeres"
"Chihuahua",255,6,5,5,13,35,32,41,37,41,31,8,1,"2003","Mujeres"
"DistritoFederal",139,9,11,13,17,15,15,12,8,12,16,5,6,"2003","Mujeres"
"Durango",2708,87,57,147,299,460,373,303,260,207,213,171,131,"2003","Mujeres"
"Guanajuato",12773,608,825,1147,2364,2102,1054,824,804,738,908,670,729,"2003","Mujeres"
"Guerrero",11880,763,747,812,1090,921,974,1209,869,980,1306,1303,906,"2003","Mujeres"
"Hidalgo",156,8,6,15,16,16,17,13,18,12,18,11,6,"2003","Mujeres"
"Jalisco",23377,1698,1380,1869,3127,2805,2082,1923,1476,1567,2214,1713,1523,"2003","Mujeres"
"Mexico",2813,131,131,131,299,277,273,206,162,214,297,310,382,"2003","Mujeres"
"Michoacan",14178,861,861,1170,1679,1567,1167,1370,967,1007,1461,1190,878,"2003","Mujeres"
"Morelos",14922,808,855,1257,2300,1499,1336,1363,894,1144,1485,1129,852,"2003","Mujeres"
"Nayarit",6635,397,260,350,648,557,617,609,553,674,933,559,478,"2003","Mujeres"
"NuevoLeon",243,2,2,7,29,41,23,37,32,23,20,18,9,"2003","Mujeres"
"Oaxaca",2374,163,161,200,329,197,181,245,164,162,240,195,137,"2003","Mujeres"
"Puebla",7887,480,529,667,1069,844,685,766,564,577,651,577,478,"2003","Mujeres"
"Queretaro",2259,110,114,180,305,302,276,151,142,165,203,182,129,"2003","Mujeres"
"QuintanaRoo",54,1,1,1,8,3,5,3,5,7,10,5,5,"2003","Mujeres"
"SanLuisPotosi",138,2,3,9,18,23,15,18,13,15,12,5,5,"2003","Mujeres"
"Sinaloa",4161,220,173,136,263,309,416,523,525,477,581,331,207,"2003","Mujeres"
"Sonora",6676,235,199,196,480,904,1068,736,821,632,860,156,389,"2003","Mujeres"
"Tabasco",28,2,3,1,3,4,0,6,4,3,2,0,0,"2003","Mujeres"
"Tamaulipas",294,3,2,3,12,32,19,162,23,21,12,3,2,"2003","Mujeres"
"Tlaxcala",14,1,0,2,2,0,0,4,0,2,2,1,0,"2003","Mujeres"
"Veracruz",145,5,5,19,13,10,19,19,17,19,11,6,2,"2003","Mujeres"
"Yucatan",41,1,5,1,2,5,5,10,4,3,0,3,2,"2003","Mujeres"
"Zacatecas",1417,50,50,91,182,298,177,162,90,101,110,57,49,"2003","Mujeres"
"Total",121160,7080,6811,8759,15109,13672,11306,11301,8948,9309,12178,9017,7670,"2003","Mujeres"
"Aguascalientes",703,14,17,59,71,82,75,77,84,71,71,49,33,"2004","Mujeres"
"BajaCalifornia",50,0,0,4,3,8,8,10,8,7,1,1,0,"2004","Mujeres"
"BajaCaliforniaSur",48,0,0,1,4,10,9,3,3,8,8,1,1,"2004","Mujeres"
"Campeche",20,0,1,2,2,1,0,3,4,2,3,1,1,"2004","Mujeres"
"Coahuila",54,5,0,1,1,3,13,8,9,4,7,3,0,"2004","Mujeres"
"Colima",4919,203,278,431,394,407,549,405,536,382,524,521,289,"2004","Mujeres"
"Chiapas",99,8,10,7,10,10,8,6,3,7,7,11,12,"2004","Mujeres"
"Chihuahua",224,3,4,8,11,28,38,42,41,23,14,8,4,"2004","Mujeres"
"DistritoFederal",190,10,6,20,17,21,25,15,23,15,22,13,3,"2004","Mujeres"
"Durango",2571,67,76,164,227,374,423,262,312,177,219,160,110,"2004","Mujeres"
"Guanajuato",12404,431,540,1223,1579,1566,1357,859,1103,884,1190,1148,524,"2004","Mujeres"
"Guerrero",14205,806,835,1262,1100,1338,1592,1127,1360,1047,1305,1676,757,"2004","Mujeres"
"Hidalgo",145,4,3,14,16,14,19,20,19,12,11,12,1,"2004","Mujeres"
"Jalisco",23440,1287,1173,2357,2647,2645,2557,1622,2040,1745,2145,2082,1140,"2004","Mujeres"
"Mexico",2597,120,114,230,249,322,242,184,206,193,286,323,128,"2004","Mujeres"
"Michoacan",11890,523,594,1173,1068,1314,1161,821,1120,966,1220,1308,622,"2004","Mujeres"
"Morelos",12054,484,553,1354,1399,1329,1334,899,1080,870,971,1166,615,"2004","Mujeres"
"Nayarit",6437,299,238,494,448,495,899,698,704,658,599,541,364,"2004","Mujeres"
"NuevoLeon",182,1,1,4,59,18,17,9,53,12,8,0,0,"2004","Mujeres"
"Oaxaca",2297,116,125,243,194,234,244,200,233,197,176,196,139,"2004","Mujeres"
"Puebla",7812,336,355,934,816,846,805,616,817,516,582,715,474,"2004","Mujeres"
"Queretaro",1996,67,72,164,178,238,268,175,224,157,181,199,73,"2004","Mujeres"
"QuintanaRoo",43,1,4,8,5,3,7,4,2,6,1,2,0,"2004","Mujeres"
"SanLuisPotosi",188,5,4,12,17,19,30,28,33,15,13,8,4,"2004","Mujeres"
"Sinaloa",4308,162,165,297,222,360,575,414,660,506,452,309,186,"2004","Mujeres"
"Sonora",3282,49,52,153,184,416,658,617,473,317,229,93,41,"2004","Mujeres"
"Tabasco",17,2,0,5,1,5,0,2,0,0,0,2,0,"2004","Mujeres"
"Tamaulipas",275,3,7,14,18,21,22,19,28,27,102,10,4,"2004","Mujeres"
"Tlaxcala",28,0,0,0,2,1,1,2,2,4,16,0,0,"2004","Mujeres"
"Veracruz",135,1,11,10,19,23,15,5,18,9,11,7,6,"2004","Mujeres"
"Yucatan",25,0,3,5,3,0,2,3,2,2,3,1,1,"2004","Mujeres"
"Zacatecas",1251,51,29,93,122,133,199,117,120,107,130,93,57,"2004","Mujeres"
"Total",113889,5058,5270,10746,11086,12284,13152,9272,11320,8946,10507,10659,5589,"2004","Mujeres"
"Aguascalientes",908,22,56,57,109,173,94,85,91,85,58,55,23,"2005","Mujeres"
"BajaCalifornia",78,3,1,2,7,9,5,7,21,11,4,4,4,"2005","Mujeres"
"BajaCaliforniaSur",63,1,4,3,3,10,9,5,10,9,4,3,2,"2005","Mujeres"
"Campeche",24,5,3,4,1,1,2,2,2,1,2,1,0,"2005","Mujeres"
"Coahuila",64,2,0,1,4,8,14,13,12,7,1,2,0,"2005","Mujeres"
"Colima",4508,302,336,303,368,405,377,369,423,387,505,464,269,"2005","Mujeres"
"Chiapas",158,9,9,18,12,22,12,14,17,9,11,13,12,"2005","Mujeres"
"Chihuahua",182,2,6,9,11,35,15,16,38,24,12,12,2,"2005","Mujeres"
"DistritoFederal",224,16,14,20,22,27,19,18,30,11,19,11,17,"2005","Mujeres"
"Durango",2986,106,87,117,271,544,441,346,314,274,209,171,106,"2005","Mujeres"
"Guanajuato",14293,475,815,1015,1862,2328,1639,983,1164,1012,1122,1145,733,"2005","Mujeres"
"Guerrero",16648,906,941,1320,1446,1656,1285,1358,1614,1363,1719,1971,1069,"2005","Mujeres"
"Hidalgo",151,3,5,11,20,20,13,10,31,12,15,7,4,"2005","Mujeres"
"Jalisco",25242,1301,1317,2133,2857,3528,2349,1899,2070,2054,2171,2245,1318,"2005","Mujeres"
"Mexico",2927,137,143,247,344,336,310,181,202,236,292,320,179,"2005","Mujeres"
"Michoacan",13593,621,699,986,1314,1540,1285,982,1168,1166,1402,1631,799,"2005","Mujeres"
"Morelos",15795,517,837,1459,1862,1909,1363,1131,1235,1229,1922,1593,738,"2005","Mujeres"
"Nayarit",6069,272,308,409,415,691,496,526,691,539,708,692,322,"2005","Mujeres"
"NuevoLeon",57,2,0,3,5,6,8,12,6,7,3,4,1,"2005","Mujeres"
"Oaxaca",2662,99,162,256,248,316,208,236,286,215,204,282,150,"2005","Mujeres"
"Puebla",8715,390,505,945,1081,1054,720,673,811,610,687,743,496,"2005","Mujeres"
"Queretaro",1991,101,95,132,236,284,253,149,146,173,168,157,97,"2005","Mujeres"
"QuintanaRoo",74,4,3,8,7,5,9,5,8,8,5,6,6,"2005","Mujeres"
"SanLuisPotosi",192,6,3,15,24,30,17,28,34,17,7,10,1,"2005","Mujeres"
"Sinaloa",3780,143,172,216,282,345,299,375,551,511,400,331,155,"2005","Mujeres"
"Sonora",2993,44,43,104,158,403,471,434,448,393,262,147,86,"2005","Mujeres"
"Tabasco",15,0,3,0,2,3,2,2,1,1,0,1,0,"2005","Mujeres"
"Tamaulipas",182,7,4,14,17,21,27,20,29,15,11,14,3,"2005","Mujeres"
"Tlaxcala",17,0,1,2,0,2,3,1,2,3,2,1,0,"2005","Mujeres"
"Veracruz",103,5,5,10,16,17,10,8,13,6,4,7,2,"2005","Mujeres"
"Yucatan",29,2,1,2,1,1,2,2,6,6,1,3,2,"2005","Mujeres"
"Zacatecas",1549,50,57,74,144,256,174,168,172,163,114,120,57,"2005","Mujeres"
"Total",126272,5553,6635,9895,13149,15985,11931,10058,11646,10557,12044,12166,6653,"2005","Mujeres"
"Aguascalientes",995,48,45,79,153,150,102,79,122,77,71,44,25,"2006","Mujeres"
"BajaCalifornia",73,6,3,1,3,4,4,15,12,8,11,5,1,"2006","Mujeres"
"BajaCaliforniaSur",84,1,1,4,2,10,7,14,13,12,10,7,3,"2006","Mujeres"
"Campeche",28,0,2,2,1,1,4,3,5,4,3,2,1,"2006","Mujeres"
"Coahuila",84,1,2,4,4,9,11,14,16,13,6,2,2,"2006","Mujeres"
"Colima",4848,420,268,358,450,513,420,356,502,499,495,356,211,"2006","Mujeres"
"Chiapas",115,13,9,12,12,6,7,7,10,10,7,12,10,"2006","Mujeres"
"Chihuahua",184,7,4,6,13,28,24,18,33,20,16,12,3,"2006","Mujeres"
"DistritoFederal",252,20,10,19,30,35,35,20,14,20,19,13,17,"2006","Mujeres"
"Durango",3128,99,115,196,361,515,414,326,343,246,256,148,109,"2006","Mujeres"
"Guanajuato",17099,1063,938,1565,2508,2696,1588,1234,1498,1209,1449,817,534,"2006","Mujeres"
"Guerrero",20855,1421,1308,1614,1800,2290,1907,1575,1935,1693,2260,1842,1210,"2006","Mujeres"
"Hidalgo",136,7,7,10,14,12,15,16,21,12,9,6,7,"2006","Mujeres"
"Jalisco",29468,1932,1937,2527,3386,3856,2500,2102,2554,2312,2957,2131,1274,"2006","Mujeres"
"Mexico",3392,172,164,234,354,448,288,211,300,300,381,328,212,"2006","Mujeres"
"Michoacan",16018,1059,987,1379,1676,2119,1472,1044,1338,1182,1732,1216,814,"2006","Mujeres"
"Morelos",15723,912,981,1329,1736,2185,1394,1137,1456,1326,1559,978,730,"2006","Mujeres"
"Nayarit",6915,325,365,415,485,687,631,654,835,686,932,548,352,"2006","Mujeres"
"NuevoLeon",100,1,1,1,13,14,6,8,20,17,16,2,1,"2006","Mujeres"
"Oaxaca",2828,209,212,263,325,363,232,218,273,176,240,162,155,"2006","Mujeres"
"Puebla",9103,645,733,796,1000,1073,687,694,810,664,896,605,500,"2006","Mujeres"
"Queretaro",2336,123,141,185,246,301,223,162,200,186,272,135,162,"2006","Mujeres"
"QuintanaRoo",71,2,4,4,7,12,9,9,7,8,7,1,1,"2006","Mujeres"
"SanLuisPotosi",233,9,3,13,25,43,37,18,41,22,14,4,4,"2006","Mujeres"
"Sinaloa",4281,159,150,147,211,514,399,353,554,558,672,349,215,"2006","Mujeres"
"Sonora",2748,50,77,78,184,380,422,391,445,310,254,104,53,"2006","Mujeres"
"Tabasco",19,1,0,1,2,2,2,0,3,4,2,2,0,"2006","Mujeres"
"Tamaulipas",184,6,4,8,20,15,25,22,32,21,21,7,3,"2006","Mujeres"
"Tlaxcala",23,1,2,3,4,5,1,1,3,1,1,0,1,"2006","Mujeres"
"Veracruz",157,7,5,13,19,12,5,22,27,19,16,5,7,"2006","Mujeres"
"Yucatan",36,4,2,3,1,5,7,1,9,1,1,2,0,"2006","Mujeres"
"Zacatecas",1936,99,91,144,232,296,201,175,205,152,148,101,92,"2006","Mujeres"
"Total",143452,8822,8571,11413,15277,18599,13079,10899,13636,11768,14733,9946,6709,"2006","Mujeres"
"Aguascalientes",993,42,46,76,136,151,109,94,79,77,85,58,40,"2007","Mujeres"
"BajaCalifornia",75,0,1,1,1,2,7,26,20,8,9,0,0,"2007","Mujeres"
"BajaCaliforniaSur",77,3,2,2,9,9,7,8,9,14,8,4,2,"2007","Mujeres"
"Campeche",30,3,1,4,4,2,1,4,3,2,2,2,2,"2007","Mujeres"
"Coahuila",107,2,1,4,6,9,10,25,28,15,6,0,1,"2007","Mujeres"
"Colima",4539,348,261,280,412,332,359,441,396,404,612,352,342,"2007","Mujeres"
"Chiapas",163,13,10,14,11,11,16,16,12,17,12,15,16,"2007","Mujeres"
"Chihuahua",199,9,3,1,17,22,30,28,36,25,16,6,6,"2007","Mujeres"
"DistritoFederal",260,14,16,25,34,28,30,30,14,13,24,22,10,"2007","Mujeres"
"Durango",3385,92,125,212,390,584,465,415,311,267,295,139,90,"2007","Mujeres"
"Guanajuato",17448,1027,729,1572,3058,2881,1722,1468,1096,1096,1357,834,608,"2007","Mujeres"
"Guerrero",19657,1528,1139,1435,2016,1659,1704,1929,1332,1626,2213,1860,1216,"2007","Mujeres"
"Hidalgo",95,3,2,6,15,10,9,11,9,15,11,3,1,"2007","Mujeres"
"Jalisco",28038,1716,1440,2472,3798,3493,2650,2491,1976,2273,2828,1762,1139,"2007","Mujeres"
"Mexico",3269,221,148,220,348,404,298,297,212,274,367,295,185,"2007","Mujeres"
"Michoacan",13920,872,762,1043,1481,1486,1260,1231,1124,1203,1640,1125,693,"2007","Mujeres"
"Morelos",15950,1031,996,1367,2257,1669,1440,1430,1212,1217,1531,1085,715,"2007","Mujeres"
"Nayarit",7192,432,366,434,666,584,749,827,686,727,866,515,340,"2007","Mujeres"
"NuevoLeon",124,2,4,3,21,21,14,8,18,17,7,7,2,"2007","Mujeres"
"Oaxaca",3214,241,212,233,354,329,303,309,236,208,355,234,200,"2007","Mujeres"
"Puebla",7933,652,417,498,997,781,731,772,641,633,776,582,453,"2007","Mujeres"
"Queretaro",1929,97,103,144,243,238,197,199,152,174,174,107,101,"2007","Mujeres"
"QuintanaRoo",52,1,6,6,5,4,4,6,2,8,5,2,3,"2007","Mujeres"
"SanLuisPotosi",242,7,8,16,32,26,29,44,25,16,19,13,7,"2007","Mujeres"
"Sinaloa",4284,168,163,190,284,341,455,540,543,553,574,285,188,"2007","Mujeres"
"Sonora",2782,42,68,108,251,302,556,430,340,310,239,102,34,"2007","Mujeres"
"Tabasco",21,0,1,1,3,0,2,4,2,2,1,4,1,"2007","Mujeres"
"Tamaulipas",183,8,1,8,17,34,22,20,25,19,22,3,4,"2007","Mujeres"
"Tlaxcala",27,0,3,3,2,4,1,4,0,0,5,0,5,"2007","Mujeres"
"Veracruz",176,9,2,17,16,20,19,12,24,30,12,6,9,"2007","Mujeres"
"Yucatan",45,3,3,5,4,7,2,5,8,3,2,2,1,"2007","Mujeres"
"Zacatecas",1956,76,52,111,270,295,209,242,182,183,184,90,62,"2007","Mujeres"
"Total",138365,8662,7091,10511,17158,15738,13410,13366,10753,11429,14257,9514,6476,"2007","Mujeres"
"Aguascalientes",986,48,44,48,159,106,126,100,55,124,89,49,38,"2008","Mujeres"
"BajaCalifornia",86,1,0,0,3,6,4,23,11,24,4,7,3,"2008","Mujeres"
"BajaCaliforniaSur",66,2,1,3,8,5,3,13,7,10,5,6,3,"2008","Mujeres"
"Campeche",61,26,4,3,2,4,3,5,1,7,2,1,3,"2008","Mujeres"
"Coahuila",108,3,2,1,10,10,27,16,12,10,7,4,6,"2008","Mujeres"
"Colima",4773,300,271,283,440,388,374,482,435,463,471,406,460,"2008","Mujeres"
"Chiapas",222,15,16,13,27,25,18,22,17,16,20,18,15,"2008","Mujeres"
"Chihuahua",224,3,8,6,26,24,23,34,31,43,16,7,3,"2008","Mujeres"
"DistritoFederal",269,15,13,21,38,26,25,35,21,20,22,20,13,"2008","Mujeres"
"Durango",3234,87,145,157,336,374,497,447,300,321,247,160,163,"2008","Mujeres"
"Guanajuato",15221,656,865,1103,2615,2390,1863,1408,915,1229,910,553,714,"2008","Mujeres"
"Guerrero",20498,1182,1288,1278,2186,1766,1828,1963,1525,1991,1880,1819,1792,"2008","Mujeres"
"Hidalgo",125,8,4,8,21,15,19,17,10,8,8,2,5,"2008","Mujeres"
"Jalisco",26897,1451,1640,2013,3684,3151,2762,2353,1666,2384,2301,1704,1788,"2008","Mujeres"
"Mexico",4164,182,186,189,453,379,384,412,277,418,491,435,358,"2008","Mujeres"
"Michoacan",15871,810,948,989,1871,1733,1505,1278,1141,1402,1432,1440,1322,"2008","Mujeres"
"Morelos",15336,773,900,1125,2253,1718,1433,1355,986,1292,1280,1089,1132,"2008","Mujeres"
"Nayarit",6880,344,305,318,650,627,653,795,562,830,700,551,545,"2008","Mujeres"
"NuevoLeon",134,0,4,3,12,13,20,18,29,19,10,3,3,"2008","Mujeres"
"Oaxaca",3331,198,235,243,382,339,311,312,272,248,265,229,297,"2008","Mujeres"
"Puebla",8209,389,522,705,1115,864,754,736,584,690,679,554,617,"2008","Mujeres"
"Queretaro",2369,81,117,81,318,264,308,234,205,234,257,132,138,"2008","Mujeres"
"QuintanaRoo",55,5,3,4,8,8,4,3,3,11,2,3,1,"2008","Mujeres"
"SanLuisPotosi",239,11,7,16,33,16,26,34,38,30,7,4,17,"2008","Mujeres"
